_id,MISSION,MISSION STATEMENT,GOAL,GOAL STATEMENT,ACTION,ACTION STATEMENT,Formal Stakeholder,Category,Labels,Insert Datetime
68497baf9b5e602eb0072db4,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Global Research Alliance,Research and Regulatory,Research and Regulatory 041,2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072db5,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Environmental Protection Agency,State Agencies ,State Agencies  001,2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072db6,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Food for Health Ireland,Research and Regulatory,Research and Regulatory 035,2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072db7,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,VistaMilk SFI Research Centre,Research and Regulatory,Research and Regulatory 098,2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072db8,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,BiOrbic SFI Bioeconomy Research Centre,Research and Regulatory,Research and Regulatory 018,2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072db9,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,United Nations Framework Convention on Climate Change,International organisation,International organisation 020,2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072dba,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Intergovernmental Panel on Climate Change,Research and Regulatory,Research and Regulatory 048,2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072dbb,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072dbc,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072dbd,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Primary Producers,Small Producers,Producers 032,2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072dbe,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,Processors,Processors,Processors 011,2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072dbf,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 3,The metrics and evidence base from  Origin Green need to be improved.,State Agencies and LAs,State Agencies and Local Authorities,State Agencies and Local Authorities 016,2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072dc0,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Enterprise Ireland,"Department of Business, Employment and Retail","Department of Business, Employment and Retail 003",2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072dc1,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Enterprise Ireland,"Department of Business, Employment and Retail","Department of Business, Employment and Retail 003",2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072dc2,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Sustainable Energy Authority of Ireland,Semi-state agency ,Semi-state agency  011,2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072dc3,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072dc4,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 3,Develop a Dynamic Knowledge Exchange Environment,MISSION 4 GOAL 3 ACTION 3,"Strengthen primary producer  advisory and extension services to  cover environmental and climate  performance, innovation and  digitalisation, as well as agronomic,  animal health and welfare, technical  and financial aspects.",Primary Producers,Small Producers,Producers 032,2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072dc5,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 3,Develop a Dynamic Knowledge Exchange Environment,MISSION 4 GOAL 3 ACTION 3,"Strengthen primary producer  advisory and extension services to  cover environmental and climate  performance, innovation and  digitalisation, as well as agronomic,  animal health and welfare, technical  and financial aspects.",Agri-Environment Advisors,Inputs,Inputs 005,2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072dc6,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 3,Develop a Dynamic Knowledge Exchange Environment,MISSION 4 GOAL 3 ACTION 3,"Strengthen primary producer  advisory and extension services to  cover environmental and climate  performance, innovation and  digitalisation, as well as agronomic,  animal health and welfare, technical  and financial aspects.",Current AKIS providers,Research and Regulatory,Research and Regulatory 023,2025-06-11T13:50:55.476Z
68497baf9b5e602eb0072dc7,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 3,Develop a Dynamic Knowledge Exchange Environment,MISSION 4 GOAL 3 ACTION 3,"Strengthen primary producer  advisory and extension services to  cover environmental and climate  performance, innovation and  digitalisation, as well as agronomic,  animal health and welfare, technical  and financial aspects.",Farmers,Producers,Producers 008,2025-06-11T13:50:55.476Z
