_id,MISSION,MISSION STATEMENT,GOAL,GOAL STATEMENT,ACTION,ACTION STATEMENT,PROGRAMME,REPORT SUMMARY,Action Formal Stakeholder,Formal Stakeholder,Action Category,Report Category,Action Labels,Report Labels,Insert Datetime
684997c99b5e602eb0072f70,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 2,"To further protect waters, including  surface waters, from agricultural,  forestry and urban/industry pollution  (including microbiological pollution),  land use activities need to manage  and mitigate the losses of nitrogen,  phosphorous and sediment to water.",Agricultural Catchments Programme (ACP),Actively involved in providing scientific evidence of agricultural impact to support the Agricultural Sustainability Support and Advisory Programme.,Farmers,Local Authority Waters Programme,Producers,State Agencies And Local Authorities,Producers 008,State Agencies and Local Authorities 005,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f71,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 2,"To further protect waters, including  surface waters, from agricultural,  forestry and urban/industry pollution  (including microbiological pollution),  land use activities need to manage  and mitigate the losses of nitrogen,  phosphorous and sediment to water.",Agricultural Sustainability Support and Advisory Programme (ASSAP),Actively involved in providing scientific evidence of agricultural impact to support the Agricultural Sustainability Support and Advisory Programme.,Farmers,Local Authority Waters Programme,Producers,State Agencies And Local Authorities,Producers 008,State Agencies and Local Authorities 005,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f72,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 2,"To further protect waters, including  surface waters, from agricultural,  forestry and urban/industry pollution  (including microbiological pollution),  land use activities need to manage  and mitigate the losses of nitrogen,  phosphorous and sediment to water.",Agricultural Catchments Programme (ACP),Actively involved in providing scientific evidence of agricultural impact to support the Agricultural Sustainability Support and Advisory Programme.,Agricultural Systems,Local Authority Waters Programme,Inputs,State Agencies And Local Authorities,Inputs 003,State Agencies and Local Authorities 005,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f73,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 2,"To further protect waters, including  surface waters, from agricultural,  forestry and urban/industry pollution  (including microbiological pollution),  land use activities need to manage  and mitigate the losses of nitrogen,  phosphorous and sediment to water.",Agricultural Sustainability Support and Advisory Programme (ASSAP),Actively involved in providing scientific evidence of agricultural impact to support the Agricultural Sustainability Support and Advisory Programme.,Agricultural Systems,Local Authority Waters Programme,Inputs,State Agencies And Local Authorities,Inputs 003,State Agencies and Local Authorities 005,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f74,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 2,"To further protect waters, including  surface waters, from agricultural,  forestry and urban/industry pollution  (including microbiological pollution),  land use activities need to manage  and mitigate the losses of nitrogen,  phosphorous and sediment to water.",Agricultural Catchments Programme (ACP),Actively involved in providing scientific evidence of agricultural impact to support the Agricultural Sustainability Support and Advisory Programme.,Forest Industries Ireland,Local Authority Waters Programme,Semi-State Agency,State Agencies And Local Authorities,Semi-State Agency 006,State Agencies and Local Authorities 005,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f75,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 2,"To further protect waters, including  surface waters, from agricultural,  forestry and urban/industry pollution  (including microbiological pollution),  land use activities need to manage  and mitigate the losses of nitrogen,  phosphorous and sediment to water.",Agricultural Sustainability Support and Advisory Programme (ASSAP),Actively involved in providing scientific evidence of agricultural impact to support the Agricultural Sustainability Support and Advisory Programme.,Forest Industries Ireland,Local Authority Waters Programme,Semi-State Agency,State Agencies And Local Authorities,Semi-State Agency 006,State Agencies and Local Authorities 005,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f76,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 2,"To further protect waters, including  surface waters, from agricultural,  forestry and urban/industry pollution  (including microbiological pollution),  land use activities need to manage  and mitigate the losses of nitrogen,  phosphorous and sediment to water.",Agricultural Catchments Programme (ACP),EIP partners are actively involved in the programme by collaborating on the drafting of measures and supporting farmers in implementing agricultural practices.,Farmers,European Innovation Partnership For Agricultural Productivity And Sustainability,Producers,Research And Regulatory,Producers 008,Research and Regulatory 032,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f77,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 2,"To further protect waters, including  surface waters, from agricultural,  forestry and urban/industry pollution  (including microbiological pollution),  land use activities need to manage  and mitigate the losses of nitrogen,  phosphorous and sediment to water.",Agricultural Sustainability Support and Advisory Programme (ASSAP),EIP partners are actively involved in the programme by collaborating on the drafting of measures and supporting farmers in implementing agricultural practices.,Farmers,European Innovation Partnership For Agricultural Productivity And Sustainability,Producers,Research And Regulatory,Producers 008,Research and Regulatory 032,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f78,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 2,"To further protect waters, including  surface waters, from agricultural,  forestry and urban/industry pollution  (including microbiological pollution),  land use activities need to manage  and mitigate the losses of nitrogen,  phosphorous and sediment to water.",Agricultural Catchments Programme (ACP),EIP partners are actively involved in the programme by collaborating on the drafting of measures and supporting farmers in implementing agricultural practices.,Agricultural Systems,European Innovation Partnership For Agricultural Productivity And Sustainability,Inputs,Research And Regulatory,Inputs 003,Research and Regulatory 032,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f79,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 2,"To further protect waters, including  surface waters, from agricultural,  forestry and urban/industry pollution  (including microbiological pollution),  land use activities need to manage  and mitigate the losses of nitrogen,  phosphorous and sediment to water.",Agricultural Sustainability Support and Advisory Programme (ASSAP),EIP partners are actively involved in the programme by collaborating on the drafting of measures and supporting farmers in implementing agricultural practices.,Agricultural Systems,European Innovation Partnership For Agricultural Productivity And Sustainability,Inputs,Research And Regulatory,Inputs 003,Research and Regulatory 032,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f7a,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 2,"To further protect waters, including  surface waters, from agricultural,  forestry and urban/industry pollution  (including microbiological pollution),  land use activities need to manage  and mitigate the losses of nitrogen,  phosphorous and sediment to water.",Agricultural Catchments Programme (ACP),EIP partners are actively involved in the programme by collaborating on the drafting of measures and supporting farmers in implementing agricultural practices.,Forest Industries Ireland,European Innovation Partnership For Agricultural Productivity And Sustainability,Semi-State Agency,Research And Regulatory,Semi-State Agency 006,Research and Regulatory 032,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f7b,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 2,"To further protect waters, including  surface waters, from agricultural,  forestry and urban/industry pollution  (including microbiological pollution),  land use activities need to manage  and mitigate the losses of nitrogen,  phosphorous and sediment to water.",Agricultural Sustainability Support and Advisory Programme (ASSAP),EIP partners are actively involved in the programme by collaborating on the drafting of measures and supporting farmers in implementing agricultural practices.,Forest Industries Ireland,European Innovation Partnership For Agricultural Productivity And Sustainability,Semi-State Agency,Research And Regulatory,Semi-State Agency 006,Research and Regulatory 032,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f7c,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Teagasc negotiated a new phase of the Agricultural Catchments Programme and is involved in the Agricultural Sustainability Support and Advisory Programme.,Agricultural Sustainability Support And Advisory Programme,Teagasc The Agriculture And Food Development Authority,Research And Regulatory,Semi-State Agency,Research and Regulatory 007,Semi-state agency 012,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f7d,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Teagasc negotiated a new phase of the Agricultural Catchments Programme and is involved in the Agricultural Sustainability Support and Advisory Programme.,Agricultural Sustainability Support And Advisory Programme,Teagasc The Agriculture And Food Development Authority,Research And Regulatory,Semi-State Agency,Research and Regulatory 007,Semi-state agency 012,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f7e,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Teagasc negotiated a new phase of the Agricultural Catchments Programme and is involved in the Agricultural Sustainability Support and Advisory Programme.,Local Authority Waters Programme,Teagasc The Agriculture And Food Development Authority,State Agencies And Local Authorities,Semi-State Agency,State Agencies and Local Authorities 005,Semi-state agency 012,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f7f,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Teagasc negotiated a new phase of the Agricultural Catchments Programme and is involved in the Agricultural Sustainability Support and Advisory Programme.,Local Authority Waters Programme,Teagasc The Agriculture And Food Development Authority,State Agencies And Local Authorities,Semi-State Agency,State Agencies and Local Authorities 005,Semi-state agency 012,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f80,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Teagasc negotiated a new phase of the Agricultural Catchments Programme and is involved in the Agricultural Sustainability Support and Advisory Programme.,Base Ireland,Teagasc The Agriculture And Food Development Authority,Inputs,Semi-State Agency,Inputs 007,Semi-state agency 012,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f81,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Teagasc negotiated a new phase of the Agricultural Catchments Programme and is involved in the Agricultural Sustainability Support and Advisory Programme.,Base Ireland,Teagasc The Agriculture And Food Development Authority,Inputs,Semi-State Agency,Inputs 007,Semi-state agency 012,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f82,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Teagasc negotiated a new phase of the Agricultural Catchments Programme and is involved in the Agricultural Sustainability Support and Advisory Programme.,Farming For Nature,Teagasc The Agriculture And Food Development Authority,Ngo,Semi-State Agency,NGO 014,Semi-state agency 012,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f83,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Teagasc negotiated a new phase of the Agricultural Catchments Programme and is involved in the Agricultural Sustainability Support and Advisory Programme.,Farming For Nature,Teagasc The Agriculture And Food Development Authority,Ngo,Semi-State Agency,NGO 014,Semi-state agency 012,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f84,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Teagasc negotiated a new phase of the Agricultural Catchments Programme and is involved in the Agricultural Sustainability Support and Advisory Programme.,"Department Of Environment, Climate And Communications",Teagasc The Agriculture And Food Development Authority,"Department Of Environment, Climate And Communications",Semi-State Agency,"Department of Environment, Climate and Communications 004",Semi-state agency 012,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f85,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Teagasc negotiated a new phase of the Agricultural Catchments Programme and is involved in the Agricultural Sustainability Support and Advisory Programme.,"Department Of Environment, Climate And Communications",Teagasc The Agriculture And Food Development Authority,"Department Of Environment, Climate And Communications",Semi-State Agency,"Department of Environment, Climate and Communications 004",Semi-state agency 012,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f86,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Teagasc negotiated a new phase of the Agricultural Catchments Programme and is involved in the Agricultural Sustainability Support and Advisory Programme.,Common Agricultural Policy,Teagasc The Agriculture And Food Development Authority,European Union (Eu),Semi-State Agency,European Union (EU) 001,Semi-state agency 012,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f87,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Teagasc negotiated a new phase of the Agricultural Catchments Programme and is involved in the Agricultural Sustainability Support and Advisory Programme.,Common Agricultural Policy,Teagasc The Agriculture And Food Development Authority,European Union (Eu),Semi-State Agency,European Union (EU) 001,Semi-state agency 012,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f88,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Teagasc negotiated a new phase of the Agricultural Catchments Programme and is involved in the Agricultural Sustainability Support and Advisory Programme.,Rural Development Programme,Teagasc The Agriculture And Food Development Authority,Department Of Rural And Community Development,Semi-State Agency,Department of Rural and Community Development 002,Semi-state agency 012,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f89,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Teagasc negotiated a new phase of the Agricultural Catchments Programme and is involved in the Agricultural Sustainability Support and Advisory Programme.,Rural Development Programme,Teagasc The Agriculture And Food Development Authority,Department Of Rural And Community Development,Semi-State Agency,Department of Rural and Community Development 002,Semi-state agency 012,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f8a,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Implements a free advisory service to farmers for improving water quality and mitigating agricultural runoff.,Agricultural Sustainability Support And Advisory Programme,Agricultural Sustainability Support And Advisory Programme,Research And Regulatory,Research And Regulatory,Research and Regulatory 007,Research and Regulatory 007,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f8b,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Implements a free advisory service to farmers for improving water quality and mitigating agricultural runoff.,Agricultural Sustainability Support And Advisory Programme,Agricultural Sustainability Support And Advisory Programme,Research And Regulatory,Research And Regulatory,Research and Regulatory 007,Research and Regulatory 007,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f8c,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Implements a free advisory service to farmers for improving water quality and mitigating agricultural runoff.,Local Authority Waters Programme,Agricultural Sustainability Support And Advisory Programme,State Agencies And Local Authorities,Research And Regulatory,State Agencies and Local Authorities 005,Research and Regulatory 007,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f8d,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Implements a free advisory service to farmers for improving water quality and mitigating agricultural runoff.,Local Authority Waters Programme,Agricultural Sustainability Support And Advisory Programme,State Agencies And Local Authorities,Research And Regulatory,State Agencies and Local Authorities 005,Research and Regulatory 007,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f8e,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Implements a free advisory service to farmers for improving water quality and mitigating agricultural runoff.,Base Ireland,Agricultural Sustainability Support And Advisory Programme,Inputs,Research And Regulatory,Inputs 007,Research and Regulatory 007,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f8f,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Implements a free advisory service to farmers for improving water quality and mitigating agricultural runoff.,Base Ireland,Agricultural Sustainability Support And Advisory Programme,Inputs,Research And Regulatory,Inputs 007,Research and Regulatory 007,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f90,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Implements a free advisory service to farmers for improving water quality and mitigating agricultural runoff.,Farming For Nature,Agricultural Sustainability Support And Advisory Programme,Ngo,Research And Regulatory,NGO 014,Research and Regulatory 007,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f91,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Implements a free advisory service to farmers for improving water quality and mitigating agricultural runoff.,Farming For Nature,Agricultural Sustainability Support And Advisory Programme,Ngo,Research And Regulatory,NGO 014,Research and Regulatory 007,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f92,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Implements a free advisory service to farmers for improving water quality and mitigating agricultural runoff.,"Department Of Environment, Climate And Communications",Agricultural Sustainability Support And Advisory Programme,"Department Of Environment, Climate And Communications",Research And Regulatory,"Department of Environment, Climate and Communications 004",Research and Regulatory 007,2025-06-11T15:50:49.346Z
